Update Date,дата,Currency Code,Funds Amount,Transaction Amount,Transaction Type,Verb,Transaction Status,Fee Currency,Fee,Balance Currency,Balance,,Payment Id,Merchant Order Id,Description,Jeton transaction ID,Account ID,Fx Rate,Original date(Created date)
03/02/2023 10:01,3,EUR,"101,51","97,71",PAY,RECEIVED,APPROVED,EUR,"3,8",EUR,678.86,,15056960,6946820655,,739372bdff704cef9897a384fa0cb5ab,a759163a6e324c30a067be90b37241e7,,23/01/2023 15:23
03/02/2023 10:00,3,TRY,146,"63,99",PAY,RECEIVED,APPROVED,EUR,"2,67",EUR,581.15,,15056939,6946805593,,f62b55f3a0064f99b1659c7ed9f59db1,a759163a6e324c30a067be90b37241e7,,23/01/2023 15:22
03/02/2023 9:15,3,TRY,100,"3,92",PAY,RECEIVED,APPROVED,EUR,"0,65",EUR,517.16,,2069156,1380927887,Payout description,085338048cad4888af248bd08d70e4fa,a759163a6e324c30a067be90b37241e7,0.052,23/01/2023 15:21
03/02/2023 8:41,3,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,513.24,,15056860,6946747493,,de39c254c320492ebc406dcad0ec9a7d,a759163a6e324c30a067be90b37241e7,,23/01/2023 15:12
03/02/2023 8:36,3,EUR,25,"23,68",PAY,RECEIVED,APPROVED,EUR,"1,32",EUR,504.07,,15056761,6946681059,,75997b9758434eb8b572af916e7cc3a8,a759163a6e324c30a067be90b37241e7,,23/01/2023 15:05
03/02/2023 8:34,3,PLN,25,"4,33",PAY,RECEIVED,APPROVED,EUR,"0,67",EUR,480.39,,15056647,6946598233,,5314e87d2e0742baa55d022a70edc22f,a759163a6e324c30a067be90b37241e7,,23/01/2023 14:52
03/02/2023 8:07,3,PLN,60,"11,13",PAY,RECEIVED,APPROVED,EUR,"0,9",EUR,476.06,,15056608,6946568449,,6e4a7d57a60c430a8004ed15f1d5fe20,a759163a6e324c30a067be90b37241e7,,23/01/2023 14:48
03/02/2023 8:03,3,PLN,"14,8","2,36",PAY,RECEIVED,APPROVED,EUR,"0,6",EUR,464.93,,15056606,6946566849,,63ceda34b09944d091142b8b31ef4353,a759163a6e324c30a067be90b37241e7,,23/01/2023 14:47
03/02/2023 7:56,3,PLN,9,"1,24",PAY,RECEIVED,APPROVED,EUR,"0,56",EUR,462.57,,15056440,6946465529,,69e2256acd5342e098a36527a12f4e51,a759163a6e324c30a067be90b37241e7,,23/01/2023 14:33
03/02/2023 7:51,3,PLN,5,"0,46",PAY,RECEIVED,APPROVED,EUR,"0,54",EUR,461.33,,15056389,6946433533,,6a5590ae0d104251a85abe41974cfadb,a759163a6e324c30a067be90b37241e7,0.046,23/01/2023 14:28
03/02/2023 6:40,3,EUR,"1,01","0,47",PAY,RECEIVED,APPROVED,EUR,"0,54",EUR,460.87,,2068965,1380810327,Payout description,aea0c004cab740d283357559065523c1,a759163a6e324c30a067be90b37241e7,0.052,23/01/2023 14:06
03/02/2023 6:33,3,TRY,410,"17,66",PAY,RECEIVED,APPROVED,EUR,"1,12",EUR,460.40,,15056173,6946273145,,df21cd845b6342d6bd6c9b30142683e3,a759163a6e324c30a067be90b37241e7,,23/01/2023 14:04
03/02/2023 2:18,3,PLN,100,"18,88",PAY,RECEIVED,APPROVED,EUR,"1,16",EUR,442.74,,15055990,6946128103,,8f9d5623a264448fbb460b5dd2123814,a759163a6e324c30a067be90b37241e7,,23/01/2023 13:43
03/02/2023 1:49,3,PLN,100,"18,88",PAY,RECEIVED,APPROVED,EUR,"1,16",EUR,423.86,,15055976,6946117707,,29ce37718f38431181b4216124c0d5d0,a759163a6e324c30a067be90b37241e7,0.046,23/01/2023 13:40
03/02/2023 0:39,3,PLN,12,"18,88",PAY,RECEIVED,APPROVED,EUR,"1,16",EUR,404.98,,15055883,6946039375,,871a0d0bde7c4711bf1d43befc7066f7,a759163a6e324c30a067be90b37241e7,,23/01/2023 13:31
02/02/2023 23:55,2,TRY,10,"52,62",PAY,RECEIVED,APPROVED,EUR,"2,29",EUR,386.10,,15055881,6946037839,,9627f58a1c834cfda0289ae381fcf3ef,a759163a6e324c30a067be90b37241e7,,23/01/2023 13:29
02/02/2023 23:36,2,TRY,1,"-522,01",PAYOUT,SENT,APPROVED,EUR,"5,67",EUR,333.48,,2068887,1380745421,Payout description,578a90aec623495b868edc3e6f1379ff,a759163a6e324c30a067be90b37241e7,0.052,23/01/2023 13:21
02/02/2023 23:36,2,PLN,1,"-229,41",PAYOUT,SENT,APPROVED,EUR,"2,77",EUR,855.49,,15055635,6945850667,,75ea1813c102439fb31d97875be52a37,a759163a6e324c30a067be90b37241e7,,23/01/2023 13:01
02/02/2023 23:36,2,PLN,15,"-229,41",PAYOUT,SENT,APPROVED,EUR,"2,77",EUR,1084.90,,15055605,6945815885,,3035158801244f7699fe654a7ed71f51,a759163a6e324c30a067be90b37241e7,0.084,23/01/2023 12:54
02/02/2023 22:44,2,PLN,141,"2,4",PAY,RECEIVED,APPROVED,EUR,"0,6",EUR,1314.31,,15055533,6945752851,,057849d5019e45b0a8efdbb50aa79a4e,a759163a6e324c30a067be90b37241e7,,23/01/2023 12:44
02/02/2023 22:25,2,PLN,50,"26,83",PAY,RECEIVED,APPROVED,EUR,"1,42",EUR,1311.91,,15055381,6945640947,,eae393e259a54ce5926b6198fc05a327,a759163a6e324c30a067be90b37241e7,0.199,23/01/2023 12:33
02/02/2023 22:11,2,EUR,52,"47,87",PAY,RECEIVED,APPROVED,EUR,"2,13",EUR,1285.08,,15055051,6945369141,,e0244ef749e44ce8bf95b716ea255a3f,a759163a6e324c30a067be90b37241e7,0.046,23/01/2023 11:41
02/02/2023 22:06,2,EUR,50,"-53,02",PAYOUT,SENT,APPROVED,EUR,"1,02",EUR,1237.21,,15054965,6945299287,,fc9ef1680dad462d9e4d3e8ead49b362,a759163a6e324c30a067be90b37241e7,,23/01/2023 11:28
02/02/2023 21:42,2,PLN,100,"9,19",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,1290.23,,15054737,6945123133,,562d80cf701a4daebb546744f3223118,a759163a6e324c30a067be90b37241e7,,23/01/2023 10:57
02/02/2023 21:36,2,PLN,10,"-23,35",PAYOUT,SENT,APPROVED,EUR,"0,73",EUR,1281.04,,15054683,6945088385,,5000681de0164697abd01e9e67888ded,a759163a6e324c30a067be90b37241e7,,23/01/2023 10:50
02/02/2023 21:20,2,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,1304.39,,15054612,6945049737,,70f25167d0f14e209c74a2ce7eb6ea0d,a759163a6e324c30a067be90b37241e7,0.199,23/01/2023 10:41
02/02/2023 20:51,2,TRY,210,"-522,47",PAYOUT,SENT,APPROVED,EUR,"5,67",EUR,1295.22,,15054401,6944887991,,0efbcd1f9dc14db881e7eea042be10e9,a759163a6e324c30a067be90b37241e7,0.046,23/01/2023 10:08
02/02/2023 20:36,2,TRY,15,"-11,47",PAYOUT,SENT,APPROVED,EUR,"0,61",EUR,1817.69,,15054377,6944875941,,45c745b7277646f49dd34978c7d76d93,a759163a6e324c30a067be90b37241e7,0.007,23/01/2023 10:08
02/02/2023 20:12,2,EUR,20,"14,01",PAY,RECEIVED,APPROVED,EUR,"0,99",EUR,1829.16,,15054124,6944715639,,6340bdf9db4c4ae7a88533db01ca5e24,a759163a6e324c30a067be90b37241e7,0.199,23/01/2023 9:31
02/02/2023 20:10,2,PLN,165,"3,37",PAY,RECEIVED,APPROVED,EUR,"0,63",EUR,1815.15,,15054105,6944703351,,b015f6f298fe4f83a7aeb680965d1b0a,a759163a6e324c30a067be90b37241e7,0.199,23/01/2023 9:28
02/02/2023 20:04,2,EUR,10,"159,13",PAY,RECEIVED,APPROVED,EUR,"5,87",EUR,1811.78,,15054060,6944678393,,a48998780e824da3905dbe9d810807a1,a759163a6e324c30a067be90b37241e7,,23/01/2023 9:23
02/02/2023 19:57,2,SEK,200,"802,95",PAY,RECEIVED,APPROVED,EUR,"27,49",EUR,1652.65,,2068229,1380389815,Payout description,bb73c0aacbea4d02ac994a7b1178ddb2,a759163a6e324c30a067be90b37241e7,,23/01/2023 9:21
02/02/2023 19:51,2,EUR,3,"-202,5",PAYOUT,SENT,APPROVED,EUR,"2,5",EUR,849.70,,15054029,6944653915,,747cd693eb1c4853860b702937d6bfa7,a759163a6e324c30a067be90b37241e7,0.046,23/01/2023 9:18
02/02/2023 19:36,2,TRY,10,"-157,16",PAYOUT,SENT,APPROVED,EUR,"2,06",EUR,1052.20,,2068200,1380380595,Payout description,31ee7fa7ce6246f896b0b9e10acf6be2,a759163a6e324c30a067be90b37241e7,,23/01/2023 9:06
02/02/2023 19:25,2,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,1209.36,,2068195,1380371199,Payout description,25d257c2d0cf4585ae69dd3995919cf9,a759163a6e324c30a067be90b37241e7,,23/01/2023 9:06
02/02/2023 19:21,2,TRY,50,"-522,12",PAYOUT,SENT,APPROVED,EUR,"5,67",EUR,1200.19,,15053657,6944387833,,ac9473e882544327ac98e38e21779b3c,a759163a6e324c30a067be90b37241e7,,23/01/2023 8:13
02/02/2023 18:59,2,EUR,250,"47,87",PAY,RECEIVED,APPROVED,EUR,"2,13",EUR,1722.31,,15053637,6944376029,,62b36ad3833f46989bf6b9a57392a721,a759163a6e324c30a067be90b37241e7,,23/01/2023 8:09
02/02/2023 18:06,2,EUR,2,-253,PAYOUT,SENT,APPROVED,EUR,3,EUR,1674.44,,15053574,6944336623,,4b68d5ee51d14076b62a6b656a1c7f0d,a759163a6e324c30a067be90b37241e7,0.046,23/01/2023 7:58
02/02/2023 17:14,2,TRY,101,"87,91",PAY,RECEIVED,APPROVED,EUR,"3,48",EUR,1927.44,,15053564,6944327677,,c7061fb281884aeeba924540cebb9b5a,a759163a6e324c30a067be90b37241e7,0.199,23/01/2023 7:55
02/02/2023 17:04,2,TRY,37,"3,96",PAY,RECEIVED,APPROVED,EUR,"0,65",EUR,1839.53,,2068020,1380295495,Payout description,646f6a5b888d48b6b4834b44b0a0e5e7,a759163a6e324c30a067be90b37241e7,,23/01/2023 7:51
02/02/2023 16:36,2,TRY,250,"-193,32",PAYOUT,SENT,APPROVED,EUR,"2,41",EUR,1835.57,,15053524,6944292967,,1fd649af48a84900a252c4fae6ee4ab4,a759163a6e324c30a067be90b37241e7,0.2,23/01/2023 7:47
02/02/2023 16:25,2,TRY,50,"10,53",PAY,RECEIVED,APPROVED,EUR,"0,88",EUR,2028.89,,15053503,6944272465,,df6ee35f4ac44c76b090022331672966,a759163a6e324c30a067be90b37241e7,0.046,23/01/2023 7:40
02/02/2023 16:00,2,EUR,11,"47,87",PAY,RECEIVED,APPROVED,EUR,"2,13",EUR,2018.36,,15053303,6944130323,,3be1c717839f4907b29ba617d985d43b,a759163a6e324c30a067be90b37241e7,,23/01/2023 6:54
02/02/2023 15:48,2,EUR,"151,51","10,14",PAY,RECEIVED,APPROVED,EUR,"0,86",EUR,1970.49,,15053033,6943920745,,43f0981007fc4ba296bd29b6aac12efc,a759163a6e324c30a067be90b37241e7,0.199,23/01/2023 5:27
02/02/2023 15:43,2,EUR,"6,57","146,08",PAY,RECEIVED,APPROVED,EUR,"5,43",EUR,1960.35,,15053011,6943901907,,d4380fd5aae348be99745c1ee50abc02,a759163a6e324c30a067be90b37241e7,0.199,23/01/2023 5:17
02/02/2023 15:39,2,EUR,51,"5,85",PAY,RECEIVED,APPROVED,EUR,"0,72",EUR,1814.27,,15052585,6943616737,,f5a344a183814b848785014d98504e40,a759163a6e324c30a067be90b37241e7,0.046,23/01/2023 2:04
02/02/2023 15:27,2,TRY,30,"1,75",PAY,RECEIVED,APPROVED,EUR,"0,58",EUR,1808.42,,15052329,6943502201,,fdce1b52611d4e029fe310c906953045,a759163a6e324c30a067be90b37241e7,0.046,23/01/2023 0:46
02/02/2023 15:18,2,EUR,50,"28,52",PAY,RECEIVED,APPROVED,EUR,"1,48",EUR,1806.67,,15052265,6943478113,,af6b026dc26b45f28e7a27c3813d4924,a759163a6e324c30a067be90b37241e7,0.2,23/01/2023 0:31
02/02/2023 15:05,2,EUR,10,"47,87",PAY,RECEIVED,APPROVED,EUR,"2,13",EUR,1778.15,,15052188,6943438535,,d33e1ede530345e0b8e67c732f1c93f5,a759163a6e324c30a067be90b37241e7,,23/01/2023 0:10
02/02/2023 14:59,2,EUR,8,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,1730.28,,15051987,6943350861,,abf5a0cece694888821b79d86618f49c,a759163a6e324c30a067be90b37241e7,,22/01/2023 23:31
02/02/2023 14:26,2,PLN,15,"1,04",PAY,RECEIVED,APPROVED,EUR,"0,56",EUR,1721.11,,15051915,6943320735,,844a450c24734375967dd37f57c9d262,a759163a6e324c30a067be90b37241e7,,22/01/2023 23:19
02/02/2023 14:26,2,EUR,4,"14,01",PAY,RECEIVED,APPROVED,EUR,"0,99",EUR,1720.07,,15051746,6943242609,,60f3aa646509414eb7590e72e5be65f1,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 22:51
02/02/2023 13:32,2,EUR,240,"3,37",PAY,RECEIVED,APPROVED,EUR,"0,63",EUR,1706.06,,15051738,6943238063,,0ba7be5967e9448894cc4c613ed0a2ce,a759163a6e324c30a067be90b37241e7,,22/01/2023 22:50
02/02/2023 13:21,2,TRY,10,"-12,95",PAYOUT,SENT,APPROVED,EUR,"0,63",EUR,1702.69,,2067157,1379662603,Payout description,1292a1c604c54099998686ed204d00d8,a759163a6e324c30a067be90b37241e7,,22/01/2023 22:21
02/02/2023 13:20,2,TRY,850,"439,46",PAY,RECEIVED,APPROVED,EUR,"15,28",EUR,1715.64,,2067109,1379591669,Payout description,fb0d83f0f464465bac5af57ee5a55468,a759163a6e324c30a067be90b37241e7,0.226,22/01/2023 22:06
02/02/2023 12:46,2,TRY,100,"36,84",PAY,RECEIVED,APPROVED,EUR,"1,76",EUR,1276.18,,2066890,1379550299,Payout description,ac7b34dec7074d9b8fd69efad17fcfa4,a759163a6e324c30a067be90b37241e7,0.044,22/01/2023 21:36
02/02/2023 11:59,2,TRY,10,"3,88",PAY,RECEIVED,APPROVED,EUR,"0,65",EUR,1239.34,,15051112,6942927365,,09c2505b903949b590242686df999885,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 21:35
02/02/2023 11:15,2,EUR,100,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,1235.46,,15050961,6942867863,,0d1a440b9fd24312abaccc361c4b7d6b,a759163a6e324c30a067be90b37241e7,,22/01/2023 21:20
02/02/2023 11:07,2,PLN,295,"18,81",PAY,RECEIVED,APPROVED,EUR,"1,15",EUR,1226.29,,15050938,6942858295,,14172b34708e48eeab936b8b28b00410,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 21:17
02/02/2023 10:35,2,EUR,"150,52","284,91",PAY,RECEIVED,APPROVED,EUR,"10,09",EUR,1207.48,,15050935,6942857415,,835719a1ae7949d8bd7dd1200608ec6f,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 21:17
02/02/2023 10:34,2,EUR,60,"145,12",PAY,RECEIVED,APPROVED,EUR,"5,4",EUR,922.57,,15050830,6942812245,,7b4bf49c485742fc8ba5b2f51e983bdd,a759163a6e324c30a067be90b37241e7,,22/01/2023 21:07
02/02/2023 10:32,2,EUR,397,"57,55",PAY,RECEIVED,APPROVED,EUR,"2,45",EUR,777.45,,2066814,1379503645,Payout description,d79835c24b974390be9797f5afbd4de9,a759163a6e324c30a067be90b37241e7,0.052,22/01/2023 21:06
02/02/2023 10:21,2,PLN,"3,15","-90,8",PAYOUT,SENT,APPROVED,EUR,"1,4",EUR,719.90,,15050562,6942670687,,5610150f00e74fa49430ab2ec714a54b,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 20:36
02/02/2023 9:13,2,EUR,40,"2,54",PAY,RECEIVED,APPROVED,EUR,"0,61",EUR,810.70,,15050498,6942637757,,362b35524af4465a94d1c3a20acf815f,a759163a6e324c30a067be90b37241e7,,22/01/2023 20:33
02/02/2023 8:47,2,EUR,1,"38,2",PAY,RECEIVED,APPROVED,EUR,"1,8",EUR,808.16,,15050492,6942635141,,d32d262f980e444ebbb2a2a0ad11b83d,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 20:29
02/02/2023 7:53,2,EUR,10,"0,46",PAY,RECEIVED,APPROVED,EUR,"0,54",EUR,769.96,,2066624,1379436949,Payout description,9e0907673941453e95cbeafced765774,a759163a6e324c30a067be90b37241e7,0.052,22/01/2023 20:06
02/02/2023 7:30,2,EUR,29,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,769.50,,2066612,1379426637,Payout description,f8cd78756de5497a8c96de4ceb09fbbf,a759163a6e324c30a067be90b37241e7,0.052,22/01/2023 20:06
02/02/2023 6:36,2,TRY,14,"-150,38",PAYOUT,SENT,APPROVED,EUR,"1,99",EUR,760.33,,15050202,6942471215,,2d3ab23a92334f3186ad2237e55a9fb5,a759163a6e324c30a067be90b37241e7,,22/01/2023 19:59
02/02/2023 5:29,2,TRY,30,"60,76",PAY,RECEIVED,APPROVED,EUR,"2,56",EUR,910.71,,15050158,6942444509,,48d5292a7aa141ef83e0b0ff526e70cb,a759163a6e324c30a067be90b37241e7,,22/01/2023 19:56
02/02/2023 5:28,2,TRY,"44,37","0,8",PAY,RECEIVED,APPROVED,EUR,"0,55",EUR,849.95,,15050141,6942434177,,b61ec4d94d644bafb86627866fe03867,a759163a6e324c30a067be90b37241e7,,22/01/2023 19:53
02/02/2023 5:12,2,EUR,600,"42,42",PAY,RECEIVED,APPROVED,EUR,"1,95",EUR,849.15,,15050083,6942392237,,1fb0ebd67f4141d08d7c20cb5493130e,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 19:47
02/02/2023 4:36,2,TRY,"1,2","-31,47",PAYOUT,SENT,APPROVED,EUR,"0,81",EUR,806.73,,15049829,6942207559,,a3e18a2c8f714049861ace2c80c25b98,a759163a6e324c30a067be90b37241e7,,22/01/2023 19:23
02/02/2023 4:34,2,EUR,101,"0,66",PAY,RECEIVED,APPROVED,EUR,"0,54",EUR,838.20,,2066427,1379346665,Payout description,298c6caeb6c24cc5b375268a02306a2e,a759163a6e324c30a067be90b37241e7,0.052,22/01/2023 19:21
02/02/2023 4:30,2,EUR,,"97,21",PAY,RECEIVED,APPROVED,EUR,"3,79",EUR,837.54,,15049767,6942166727,,81aa3a41d7fe41a3b082c0c62afe49e2,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 19:17
02/02/2023 1:51,2,EUR,20,"-20,7",PAYOUT,SENT,APPROVED,EUR,"0,7",EUR,740.33,,2066377,1379321283,Payout description,3411df4050304bcfbfb639726f51cff0,a759163a6e324c30a067be90b37241e7,0.052,22/01/2023 19:06
02/02/2023 1:06,2,TRY,750,"-39,24",PAYOUT,SENT,APPROVED,EUR,"0,89",EUR,761.03,,15049582,6942065037,,6cf4dc4c6fbe4684b060ca666869c225,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 19:01
02/02/2023 0:42,2,PLN,15,"2,39",PAY,RECEIVED,APPROVED,EUR,"0,6",EUR,800.27,,2066334,1379312411,Payout description,6ae9a9b3f9644a8f83265d960d98ee7f,a759163a6e324c30a067be90b37241e7,0.052,22/01/2023 18:51
01/02/2023 22:36,1,TRY,195,"-10,65",PAYOUT,SENT,APPROVED,EUR,"0,61",EUR,797.88,,15049365,6941936571,,c50074b793a841b2bd831ef51d44068d,a759163a6e324c30a067be90b37241e7,,22/01/2023 18:40
01/02/2023 22:31,1,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,808.53,,15049058,6941745565,,97bd827f97f945ccbf81811c034469ca,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 18:09
01/02/2023 21:59,1,EUR,"11,5","10,62",PAY,RECEIVED,APPROVED,EUR,"0,88",EUR,799.36,,15049002,6941714693,,afc59fb2c0704f049a2635f3406efe00,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 18:05
01/02/2023 21:27,1,EUR,50,"47,87",PAY,RECEIVED,APPROVED,EUR,"2,13",EUR,788.74,,15049016,6941721803,,f125ec5da8ba4f388e445e1d95e0b2dd,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 18:05
01/02/2023 21:11,1,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,740.87,,15048870,6941630527,,d1b3771f1cae42608751ecf673316ab5,a759163a6e324c30a067be90b37241e7,,22/01/2023 17:50
01/02/2023 20:57,1,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,731.70,,15048814,6941593483,,dd851886ab444b54b110fc81c39521f0,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 17:45
01/02/2023 20:55,1,EUR,340,"328,45",PAY,RECEIVED,APPROVED,EUR,"11,55",EUR,722.53,,15048781,6941571033,,8bc4c4ba37544fe79c9f21a5011f0db6,a759163a6e324c30a067be90b37241e7,0.039,22/01/2023 17:41
01/02/2023 20:51,1,EUR,"347,2","-351,18",PAYOUT,SENT,APPROVED,EUR,"3,98",EUR,394.08,,15048739,6941539251,,dba90e51bbba4546a1f151e34ec8d934,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 17:36
01/02/2023 20:47,1,EUR,15,"14,01",PAY,RECEIVED,APPROVED,EUR,"0,99",EUR,745.26,,15048582,6941425707,,aa34872f08e24d79aabb8d724a6e15ce,a759163a6e324c30a067be90b37241e7,,22/01/2023 17:21
01/02/2023 20:11,1,EUR,15,"14,01",PAY,RECEIVED,APPROVED,EUR,"0,99",EUR,731.25,,2065898,1379154841,Payout description,ddd974d8f6c24a1c95bce0169cf4810c,a759163a6e324c30a067be90b37241e7,,22/01/2023 17:21
01/02/2023 20:01,1,TRY,101,"3,94",PAY,RECEIVED,APPROVED,EUR,"0,65",EUR,717.24,,15048542,6941402861,,184fbdffa2e845e48842441e2f8f6f98,a759163a6e324c30a067be90b37241e7,,22/01/2023 17:19
01/02/2023 19:52,1,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,713.30,,2065851,1379137837,Payout description,d8dc63ff56f54242b1e043c3f194db44,a759163a6e324c30a067be90b37241e7,0.052,22/01/2023 17:06
01/02/2023 19:50,1,TRY,56,"1,95",PAY,RECEIVED,APPROVED,EUR,"0,59",EUR,704.13,,2065613,1379044161,Payout description,300a5a48924a4081850a57b9071f2496,a759163a6e324c30a067be90b37241e7,0.052,22/01/2023 16:06
01/02/2023 19:39,1,EUR,15,"14,01",PAY,RECEIVED,APPROVED,EUR,"0,99",EUR,702.18,,15047782,6940767501,,75009e46f2084845b4ad69d8e4b78cf4,a759163a6e324c30a067be90b37241e7,,22/01/2023 16:02
01/02/2023 19:36,1,TRY,1459,"-762,15",PAYOUT,SENT,APPROVED,EUR,"8,05",EUR,688.17,,15047572,6940648683,,23cf8510531f4c00a6ca45e4c96b7873,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 15:50
01/02/2023 19:14,1,TRY,250,"10,55",PAY,RECEIVED,APPROVED,EUR,"0,88",EUR,1450.32,,2065525,1379011679,Payout description,7a27a6a9d0d048a683abf6e18cc190a4,a759163a6e324c30a067be90b37241e7,0.052,22/01/2023 15:36
01/02/2023 19:01,1,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,1439.77,,15047306,6940444815,,857e452c7e89434fbf3fb91bc8570133,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 15:27
01/02/2023 18:36,1,TRY,313,"-16,84",PAYOUT,SENT,APPROVED,EUR,"0,67",EUR,1430.60,,15046636,6939877159,,16b20065e22943efa513b1abf54ecf91,a759163a6e324c30a067be90b37241e7,,22/01/2023 14:21
01/02/2023 18:29,1,PLN,35,"6,25",PAY,RECEIVED,APPROVED,EUR,"0,73",EUR,1447.44,,15046638,6939877511,,269b851810fb41b6ba55ce138e0f48f2,a759163a6e324c30a067be90b37241e7,0.209,22/01/2023 14:20
01/02/2023 18:25,1,TRY,102,4,PAY,RECEIVED,APPROVED,EUR,"0,66",EUR,1441.19,,15046584,6939824563,,ef8771cea0024cae8106f8b89e431221,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 14:14
01/02/2023 18:06,1,EUR,101,"97,21",PAY,RECEIVED,APPROVED,EUR,"3,79",EUR,1437.19,,15046419,6939669301,,974495392eba4510bf44613a29622708,a759163a6e324c30a067be90b37241e7,,22/01/2023 13:59
01/02/2023 18:01,1,EUR,"540,16","522,1",PAY,RECEIVED,APPROVED,EUR,"18,06",EUR,1339.98,,15046155,6939415633,,f640478f2d104b0b8dcbcb2f5970736a,a759163a6e324c30a067be90b37241e7,0.084,22/01/2023 13:31
01/02/2023 17:55,1,TRY,50,"1,7",PAY,RECEIVED,APPROVED,EUR,"0,58",EUR,817.88,,15045936,6939207431,,eed6f81ecd6d42dda020f2bc99aa7996,a759163a6e324c30a067be90b37241e7,0.084,22/01/2023 13:10
01/02/2023 17:30,1,EUR,101,"97,21",PAY,RECEIVED,APPROVED,EUR,"3,79",EUR,816.18,,15045737,6939047543,,41eee375cefe4e9fb1e1ba56867c52cd,a759163a6e324c30a067be90b37241e7,,22/01/2023 12:56
01/02/2023 17:13,1,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,718.97,,2064986,1378766757,Payout description,d47ea667e884461a8fea20cb6959b35d,a759163a6e324c30a067be90b37241e7,0.236,22/01/2023 12:36
01/02/2023 17:07,1,EUR,"51,01","48,85",PAY,RECEIVED,APPROVED,EUR,"2,16",EUR,709.80,,15045091,6938517555,,87b63bc238d648a984689826852b80ae,a759163a6e324c30a067be90b37241e7,,22/01/2023 12:00
01/02/2023 17:06,1,EUR,20,"-20,7",PAYOUT,SENT,APPROVED,EUR,"0,7",EUR,660.95,,15045008,6938425405,,13cbd5e3f55c4a019d0fa5f4ffb65b2b,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 11:49
01/02/2023 16:56,1,EUR,206,"198,8",PAY,RECEIVED,APPROVED,EUR,"7,2",EUR,681.65,,2064831,1378686391,Payout description,9eb2d9c406114e678ab26c8260dccef8,a759163a6e324c30a067be90b37241e7,0.052,22/01/2023 11:36
01/02/2023 16:49,1,EUR,101,"97,21",PAY,RECEIVED,APPROVED,EUR,"3,79",EUR,482.85,,2064825,1378678427,Payout description,657b0c1704214583bc4c5b25a1b379c5,a759163a6e324c30a067be90b37241e7,0.052,22/01/2023 11:36
01/02/2023 16:36,1,EUR,130,"-131,8",PAYOUT,SENT,APPROVED,EUR,"1,8",EUR,385.64,,15044633,6938089879,,fad3b28c38634085a0351f5076a83fa0,a759163a6e324c30a067be90b37241e7,,22/01/2023 11:13
01/02/2023 16:25,1,EUR,50,"47,87",PAY,RECEIVED,APPROVED,EUR,"2,13",EUR,517.44,,15044613,6938070375,,4529d1527ef645dab632fa4d85a41ac3,a759163a6e324c30a067be90b37241e7,,22/01/2023 11:12
01/02/2023 16:23,1,EUR,"100,51","96,74",PAY,RECEIVED,APPROVED,EUR,"3,77",EUR,469.57,,15044590,6938053409,,f2e62c09ddd24fe4ae0b287b067e17f8,a759163a6e324c30a067be90b37241e7,,22/01/2023 11:10
01/02/2023 16:06,1,EUR,"188,49","-190,88",PAYOUT,SENT,APPROVED,EUR,"2,39",EUR,372.83,,15044492,6937977875,,803604609bb34d41b84de055fe41f32c,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 11:00
01/02/2023 15:51,1,TRY,36,"-2,38",PAYOUT,SENT,APPROVED,EUR,"0,52",EUR,563.71,,15044308,6937838401,,d24499dbbc0541b88366aad1287fbf5b,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 10:43
